# # Frequency [Hz], Strain Noise [1/Sqrt[Hz]]
5.000000000000000000e-01 1.599999999999999852e-20
5.153612032610435101e-01 1.461150097133640114e-20
5.311943396533411743e-01 1.334349753971028648e-20
5.475139080984027240e-01 1.218553295390635507e-20
5.643348529594984786e-01 1.112805791201589966e-20
5.816725777267023334e-01 1.016235181190675476e-20
5.995429591223723209e-01 9.280450835671112111e-21
6.179623616399848585e-01 8.475082274990509358e-21
6.369476525296374758e-01 7.739604555823732507e-21
6.565162172439419352e-01 7.067952467823633160e-21
6.766859753584532067e-01 6.454587146810280726e-21
6.974753969812105270e-01 5.894450397824617229e-21
7.189035196664211869e-01 5.382922982081791250e-21
7.409899658477722140e-01 4.915786523832319774e-21
7.637549608073348484e-01 4.489188722991145334e-21
7.872193511965184243e-01 4.099611586656096415e-21
8.114046241260314263e-01 3.743842417532969324e-21
8.363329268423326246e-01 3.418947320019586993e-21
8.620270870085896542e-01 3.122247005463385735e-21
8.885106336087179590e-01 2.851294697067527557e-21
9.158078184936421229e-01 2.603855952235531371e-21
9.439436385895094705e-01 2.377890235956846297e-21
9.729438587881944489e-01 2.171534093275924362e-21
1.002835035541053355e+00 1.983085782074455175e-21
1.033644541177537013e+00 1.810991239439019813e-21
1.065400588970929485e+00 1.653831265884059144e-21
1.098132258974165332e+00 1.510309821743214826e-21
1.131869524649387282e+00 1.379243339213743396e-21
1.166643280315627251e+00 1.259550961914429290e-21
1.202485369439745044e+00 1.150245631466273734e-21
1.239428613796534906e+00 1.100000000000000030e-21
1.277506843524698787e+00 1.100000000000000030e-21
1.316754928106212752e+00 1.100000000000000030e-21
1.357208808297453384e+00 1.100000000000000030e-21
1.398905529041325035e+00 1.100000000000000030e-21
1.441883273390527798e+00 1.100000000000000030e-21
1.486181397473029131e+00 1.100000000000000030e-21
1.531840466531758871e+00 1.100000000000000030e-21
1.578902292071530988e+00 1.100000000000000030e-21
1.627409970147207563e+00 1.100000000000000030e-21
1.677407920828167587e+00 1.100000000000000030e-21
1.728941928875219247e+00 1.100000000000000030e-21
1.782059185667205004e+00 1.100000000000000030e-21
1.836808332415692302e+00 1.100000000000000030e-21
1.893239504707323828e+00 1.100000000000000030e-21
1.951404378414617113e+00 1.100000000000000030e-21
2.011356217017251424e+00 1.100000000000000030e-21
2.073149920377182376e+00 1.100000000000000030e-21
2.136842075012241882e+00 1.100000000000000030e-21
2.202491005914267941e+00 1.100000000000000030e-21
2.270156829959206757e+00 1.100000000000000030e-21
2.339901510958105835e+00 1.100000000000000030e-21
2.411788916399406180e+00 1.100000000000000030e-21
2.485884875934492477e+00 1.100000000000000030e-21
2.562257241660060192e+00 1.100000000000000030e-21
2.640975950252501647e+00 1.100000000000000030e-21
2.722113087011214017e+00 1.100000000000000030e-21
2.805742951869465873e+00 1.100000000000000030e-21
2.891942127433280163e+00 1.100000000000000030e-21
2.980789549110634429e+00 1.100000000000000030e-21
3.072366577395199805e+00 1.100000000000000030e-21
3.166757072370808945e+00 1.100000000000000030e-21
3.264047470504878312e+00 1.100000000000000030e-21
3.364326863801119671e+00 1.100000000000000030e-21
3.467687081383994840e+00 1.100000000000000030e-21
3.574222773589664115e+00 1.100000000000000030e-21
3.684031498640386371e+00 1.100000000000000030e-21
3.797213811981790865e+00 1.100000000000000030e-21
3.913873358364778010e+00 1.100000000000000030e-21
4.034116966756427836e+00 1.100000000000000030e-21
4.158054748166766679e+00 1.100000000000000030e-21
4.285800196481041269e+00 1.100000000000000030e-21
4.417470292389770847e+00 1.100000000000000030e-21
4.553185610511813586e+00 1.100000000000000030e-21
4.693070429808472888e+00 1.100000000000000030e-21
4.837252847389835964e+00 1.100000000000000030e-21
4.985864895817467612e+00 1.100000000000000030e-21
5.139042664010974093e+00 1.100000000000000030e-21
5.296926421869069479e+00 1.100000000000000030e-21
5.459660748719313617e+00 1.100000000000000030e-21
5.627394665714151145e+00 1.100000000000000030e-21
5.800281772294444416e+00 1.100000000000000030e-21
5.978480386845527406e+00 1.100000000000000030e-21
6.162153691674517653e+00 1.100000000000000030e-21
6.351469882441723058e+00 1.100000000000000030e-21
6.546602322182888400e+00 1.100000000000000030e-21
6.747729700063431757e+00 1.100000000000000030e-21
6.955036195009939526e+00 1.100000000000000030e-21
7.168711644368865876e+00 1.100000000000000030e-21
7.388951717746782499e+00 1.100000000000000030e-21
7.615958096191474347e+00 1.100000000000000030e-21
7.849938656877847087e+00 1.100000000000000030e-21
8.091107663467896671e+00 1.100000000000000030e-21
8.339685962318927892e+00 1.100000000000000030e-21
8.595901184719835442e+00 1.100000000000000030e-21
8.859987955340484334e+00 1.100000000000000030e-21
9.132188107085248419e+00 1.100000000000000030e-21
9.412750902547291076e+00 1.100000000000000030e-21
9.701933262266488001e+00 1.100000000000000030e-21
1.000000000000000000e+01 1.100000000000000030e-21
