# Frequency [Hz], Strain Noise [1/Sqrt[Hz]]
0.0301995  1.57234E-21
0.030903  1.57299E-21
0.0316228  1.57368E-21
0.0323594  1.5744E-21
0.0331131  1.42152E-21
0.0338844  1.28017E-21
0.0346737  1.28102E-21
0.0354813  1.28191E-21
0.0363078  1.1705E-21
0.0371535  1.06509E-21
0.0380189  1.06613E-21
0.0389045  1.06722E-21
0.0398107  9.84126E-22
0.040738  9.0334E-22
0.0416869  9.04625E-22
0.042658  9.05973E-22
0.0436516  7.78154E-22
0.0446684  7.79667E-22
0.0457088  7.81256E-22
0.0467735  6.80539E-22
0.047863  6.82327E-22
0.0489779  6.84206E-22
0.0501187  6.03781E-22
0.0512861  6.05904E-22
0.0524807  6.08138E-22
0.0537032  5.43309E-22
0.0549541  5.45846E-22
0.0562341  5.48521E-22
0.057544  5.45578E-22
0.0588844  5.48132E-22
0.060256  5.49243E-22
0.0616595  5.51676E-22
0.0630957  5.54239E-22
0.0645654  5.56941E-22
0.0660693  5.5979E-22
0.0676083  5.62795E-22
0.0691831  5.65966E-22
0.0707946  5.49004E-22
0.0724436  5.51423E-22
0.074131  5.53972E-22
0.0758578  5.56659E-22
0.0776247  5.46743E-22
0.0794328  5.49148E-22
0.0812831  5.51681E-22
0.0831764  5.54352E-22
0.0851138  5.52244E-22
0.0870964  5.33289E-22
0.0891251  5.35696E-22
0.0912011  5.38233E-22
0.0933254  5.40908E-22
0.0954993  5.43728E-22
0.0977237  5.31339E-22
0.1  5.33741E-22
0.102329  5.36273E-22
0.104713  5.38942E-22
0.107152  5.38056E-22
0.109648  5.4031E-22
0.112202  5.26239E-22
0.114815  5.28664E-22
0.11749  5.3122E-22
0.120226  5.33914E-22
0.123027  5.36756E-22
0.125893  5.33091E-22
0.128825  5.21296E-22
0.131826  5.23649E-22
0.134896  5.26129E-22
0.138038  5.28743E-22
0.141254  5.31499E-22
0.144544  5.31843E-22
0.147911  5.21834E-22
0.151356  5.12377E-22
0.154882  5.14631E-22
0.158489  5.17005E-22
0.162181  5.19507E-22
0.165959  5.22144E-22
0.169824  5.24926E-22
0.17378  5.25533E-22
0.177828  5.17572E-22
0.18197  5.10007E-22
0.186209  5.02822E-22
0.190546  5.0502E-22
0.194984  5.07336E-22
0.199526  5.09777E-22
0.204174  5.1235E-22
0.20893  5.15062E-22
0.213796  5.17923E-22
0.218776  5.20942E-22
0.223872  5.08902E-22
0.229087  5.03273E-22
0.234423  4.9079E-22
0.239883  4.85845E-22
0.245471  4.87916E-22
0.251189  4.90098E-22
0.25704  4.92397E-22
0.263027  4.94819E-22
0.269153  4.97373E-22
0.275423  5.00065E-22
0.281838  5.02906E-22
0.288403  5.05903E-22
0.295121  5.09067E-22
0.301995  5.00724E-22
0.30903  4.9144E-22
0.316228  4.82633E-22
0.323594  4.69387E-22
0.331131  4.61637E-22
0.338844  4.6346E-22
0.346737  4.65379E-22
0.354813  4.674E-22
0.363078  4.69529E-22
0.371535  4.71771E-22
0.380189  4.74133E-22
0.389045  4.76624E-22
0.398107  4.7925E-22
0.40738  4.8202E-22
0.416869  4.84943E-22
0.42658  4.88028E-22
0.436516  4.91287E-22
0.446684  4.94729E-22
0.457088  4.85397E-22
0.467735  4.76173E-22
0.47863  4.67395E-22
0.489779  4.59037E-22
0.501187  4.4807E-22
0.512861  4.40597E-22
0.524807  4.30717E-22
0.537032  4.21395E-22
0.549541  4.1511E-22
0.562341  4.11588E-22
0.57544  4.13144E-22
0.588844  4.14782E-22
0.60256  4.16505E-22
0.616595  4.18319E-22
0.630957  4.2023E-22
0.645654  4.22242E-22
0.660693  4.24362E-22
0.676083  4.26596E-22
0.691831  4.28952E-22
0.707946  4.31436E-22
0.724436  4.34056E-22
0.74131  4.36822E-22
0.758578  4.39741E-22
0.776247  4.42825E-22
0.794328  4.46083E-22
0.812831  4.49528E-22
0.831764  4.5317E-22
0.851138  4.57025E-22
0.870964  4.61105E-22
0.891251  4.65427E-22
0.912011  4.70007E-22
0.933254  4.6674E-22
0.954993  4.55988E-22
0.977237  4.45781E-22
1.  4.36085E-22
1.02329  4.28259E-22
1.04713  4.1809E-22
1.07152  4.09734E-22
1.09648  4.01773E-22
1.12202  3.93009E-22
1.14815  3.84692E-22
1.1749  3.76794E-22
1.20226  3.69289E-22
1.23027  3.61171E-22
1.25893  3.54422E-22
1.28825  3.47097E-22
1.31826  3.40154E-22
1.34896  3.33568E-22
1.38038  3.26529E-22
1.41254  3.20629E-22
1.44544  3.14301E-22
1.47911  3.08314E-22
1.51356  3.01982E-22
1.54882  2.96646E-22
1.58489  2.90982E-22
1.62181  2.85637E-22
1.65959  2.80595E-22
1.69824  2.80813E-22
1.7378  2.82229E-22
1.77828  2.83723E-22
1.8197  2.85299E-22
1.86209  2.86963E-22
1.90546  2.8872E-22
1.94984  2.90576E-22
1.99526  2.92538E-22
2.04174  2.94613E-22
2.0893  2.96808E-22
2.13796  2.99131E-22
2.18776  3.01592E-22
2.23872  3.04199E-22
2.29087  3.06965E-22
2.34423  3.09899E-22
2.39883  3.13014E-22
2.45471  3.16325E-22
2.51189  3.19846E-22
2.5704  3.23593E-22
2.63027  3.27584E-22
2.69153  3.3184E-22
2.75423  3.36383E-22
2.81838  3.41236E-22
2.88403  3.46427E-22
2.95121  3.51986E-22
3.01995  3.57946E-22
3.0903  3.64345E-22
3.16228  3.71226E-22
3.23594  3.78636E-22
3.31131  3.86629E-22
3.38844  3.95266E-22
